Lidar data points
X-1207.3879740871955 Y-105.63276021016142 P0.49666666666666637
X-212.8276856088105 Y-22.36909113927785 P0.6433333333333333
X-720.5885060915998 Y-88.47714331213695 P0.19000000000000006
X-261.4307701477745 Y-36.7416986534573 P0.7066666666666666
X-688.4187733948111 Y-109.03482213304082 P0.9933333333333333
X-688.3806193555334 Y-121.3800761891844 P0.9900000000000001
X0 Y0 P1
X-686.6596157151315 Y-145.95400695406718 P1
X-684.9821555440204 Y-158.14059120373707 P0.9966666666666664
X-679.2070083931976 Y-169.34532691976725 P1
X-672.2843750971915 Y-180.13805539135447 P0.9966666666666664
X-665.1930935893167 Y-190.7410502253633 P0.9866666666666665
X-644.5494055190859 Y-197.05852898312457 P0.9966666666666668
X-641.0120919829335 Y-208.27745420871446 P0.9966666666666664
X-649.5712614367307 Y-223.6653221120667 P1
X-656.84514192935 Y-239.0720801846424 P1
X-667.5100049454992 Y-256.2330839248898 P0.9733333333333334
X-687.9704200885562 Y-277.9580923146067 P1
X-684.8556109686157 Y-290.7039595960195 P0.9933333333333333
X-675.1100931978821 Y-300.57837923301634 P1
X-658.8857611756446 Y-307.2434762854884 P1
X-645.3341252428019 Y-314.7504833945576 P0.9966666666666668
X-645.0887235123784 Y-328.6891218114318 P0.9833333333333333
X-658.6789042727595 Y-350.2257858382746 P0.9866666666666665
X-83.963491885382 Y-46.541723543648345 P0.6799999999999999
X0 Y0 P1
X-697.7341827715194 Y-419.24099297678407 P0.09999999999999998
X-1908.1082163519586 Y-1192.3183445247107 P0.9933333333333337
X-1963.3277995602377 Y-1274.9999809701785 P0.9199999999999998
X-708.8271245345608 Y-478.1099324674884 P0
X-1040.3230962470195 Y-728.4420741658287 P0
X-1021.7884638955586 Y-742.3727736453934 P0.4633333333333335
X-559.044857033105 Y-421.27051620643385 P0.15333333333333343
X-743.0941406511389 Y-580.5687712320956 P0.4566666666666668
X-491.9333936022625 Y-398.3598075345472 P0.5699999999999998
X-478.01173250624237 Y-401.0994684444005 P0.5700000000000001
X-562.2586372659653 Y-488.76397659792775 P0.9599999999999999
X-550.6703156787491 Y-495.82577931191395 P0.9633333333333335
X-537.5449706900904 Y-501.2687946459363 P0.9933333333333333
X-532.3114522506017 Y-514.047194139658 P0.9900000000000001
X-521.1376977344856 Y-521.1376977344855 P0.9733333333333334
X-502.93266021231403 Y-520.8020154451834 P0.9899999999999997
X-491.038819244999 Y-526.5746651658027 P0.9933333333333333
X-239.54875707647122 Y-266.04584752090716 P0.6933333333333332
X-116.7785071603103 Y-134.3383052796534 P0.8033333333333333
X-394.67159234753524 Y-470.3512880750524 P0
X-867.8328192577263 Y-1071.6842808491624 P1
X-948.1186720015135 Y-1213.536560554352 P0.13999999999999957
X-869.0208934315577 Y-1153.2296765082908 P0.4033333333333331
X-891.0824424753895 Y-1226.4697634724203 P0.7533333333333332
X-1051.365607831468 Y-1501.5056971817216 P0.9566666666666672
X-1044.5723436833546 Y-1548.642185532818 P0.9666666666666667
X-1021.7428296881906 Y-1573.3459854656155 P0
X-356.635664828947 Y-570.7363687132747 P0.5299999999999997
X-545.9403594046578 Y-908.5973387442389 P0.6033333333333332
X-508.00000000000045 Y-879.8818102449895 P0.6633333333333331
X-520.2007225243194 Y-938.4669457605718 P0.7033333333333336
X-475.10522153932146 Y-893.5429639732341 P0.8099999999999999
X-453.9904997395469 Y-891.0065241883677 P0.9599999999999999
X-310.8051430734561 Y-637.2449788261092 P0.3566666666666668
X-385.4278547075176 Y-826.5527017774249 P0.6366666666666665
X-372.16402841435706 Y-835.8940937429799 P0.9833333333333333
X-356.3467891822177 Y-839.5004263486255 P0.9966666666666668
X-342.0158197887279 Y-846.5188592194768 P0.9966666666666668
X-328.26504178349546 Y-855.1596706714367 P1
X-315.3425721462664 Y-866.3965963646076 P0.9966666666666668
X-301.1505428728699 Y-874.604682429368 P0.9966666666666668
X-287.0767877743263 Y-883.5315036381976 P0.9966666666666668
X-273.07517221103643 Y-893.188642069475 P1
X-259.374751823796 Y-904.547255877958 P0.9966666666666668
X-245.61927380229207 Y-916.6636091483258 P0.9966666666666664
X-231.51925408888206 Y-928.5730100461286 P1
X-216.85281638748611 Y-939.2927424529666 P1
X-202.92181023813356 Y-954.6720583161942 P0.9933333333333337
X-187.56524245514336 Y-964.9395213290537 P0.9966666666666664
X-172.77993677859567 Y-979.8837142471469 P0.9966666666666668
X-159.71958880607588 Y-1008.4297957476356 P0.9900000000000001
X-146.41010220998925 Y-1041.7620083161319 P0.9933333333333333
X-133.08132299842072 Y-1083.8603975923238 P0.9799999999999998
X-122.40283048642209 Y-1164.585139476248 P0.9600000000000004
X-108.50889972083452 Y-1240.2623991242233 P0.9866666666666665
X-22.322071598120186 Y-319.22049608314376 P0.4700000000000001
X-70.60120497173187 Y-1347.1512423839201 P0
X-80.58293788607426 Y-2307.5934195870923 P0.9833333333333333
X-39.21555726457602 Y-2246.657771016411 P0.9833333333333333
X-4.006432003410566e-13 Y-2181 P1
X36.981649240602955 Y-2118.677266036393 P0.9899999999999997
X72.55605364450017 Y-2077.7335293727 P0.9933333333333337
X106.2419911731762 Y-2027.2179555517848 P0.9933333333333337
X29.088449551300215 Y-415.98420895834676 P0
X116.44007231087095 Y-1330.9161166505721 P0
X136.7232299540901 Y-1300.8346391417017 P0.9833333333333333
X155.99275955858903 Y-1270.4590741008922 P0.9866666666666665
X174.38389550296202 Y-1240.8058901331876 P0.9866666666666665
X192.10152306940327 Y-1212.8812822508291 P0.9866666666666665
X209.41970226631756 Y-1187.678150132723 P0.9866666666666665
X227.25351349346522 Y-1169.1179754861676 P0.9833333333333333
X243.8804133292318 Y-1147.367135660754 P0.9900000000000001
X260.0434188215078 Y-1126.371794891732 P0.9899999999999997
X274.58135150562254 Y-1101.2856493232562 P0.9966666666666668
X297.64190186789835 Y-1110.8147002324288 P0.9966666666666668
X323.87389308497427 Y-1129.4824927275245 P0.9933333333333333
X350.84604566728405 Y-1147.5657071556425 P0.9933333333333333
X378.54581810931035 Y-1165.0442324615633 P0.9766666666666666
X407.28576122590255 Y-1182.8437380747455 P0.4900000000000001
X441.205984890113 Y-1212.2034808138217 P0.9966666666666668
X473.7624292988871 Y-1234.1933238293007 P0.9866666666666665
X509.46496704564026 Y-1260.9700422108308 P0.9833333333333333
X550.1494289128971 Y-1296.0708336610362 P0.976666666666667
X594.6489721768193 Y-1335.6034590734828 P0.9966666666666659
X613.6417160474958 Y-1315.9589067772156 P0.9900000000000005
X630.3777090826933 Y-1292.4658385782022 P0.9966666666666659
X647.3904526285935 Y-1270.5753034926129 P0.9933333333333327
X663.3633182164632 Y-1247.604948709664 P0.9966666666666668
X678.7334683448722 Y-1224.467589995154 P0.9933333333333337
X694.0000000000001 Y-1202.0432604528007 P0.9933333333333337
X709.2074291511445 Y-1180.3193730668088 P0.9933333333333327
X723.8697149425576 Y-1158.433699349678 P0.9933333333333327
X739.0751705153912 Y-1138.0759607019406 P0.9933333333333327
X754.3512267820378 Y-1118.3716853767512 P0.9966666666666668
X781.7846827464757 Y-1116.5042363658958 P0.9966666666666668
X839.9451255259438 Y-1156.0852849618 P0.9966666666666668
X196.79351257071968 Y-261.1538117854648 P0.43666666666666676
X1012.1474654353826 Y-1295.4896789294505 P0.7033333333333331
X1363.107967013948 Y-1683.2981525157986 P0.9533333333333331
X1488.696104034025 Y-1774.1589302635534 P0.9800000000000002
X1596.1916175339036 Y-1836.2084086820046 P0.9799999999999992
X1672.1573852907857 Y-1857.1189188680091 P0.95
X1693.401928035184 Y-1815.9512411204 P1
X1724.1420754792312 Y-1785.401384440532 P0.9899999999999997
X1755.0390309050106 Y-1755.0390309050113 P0.9966666666666659
X1786.8400640412087 Y-1725.53139222015 P0.9766666666666661
X1807.1749967009707 Y-1685.2179477144332 P0.9966666666666668
X1832.5951396272542 Y-1650.0760752809442 P1
X1857.3402769282416 Y-1614.5612703456386 P0.9966666666666668
X1882.1711967433284 Y-1579.3291569998278 P1
X1906.3390434539488 Y-1543.7229192452521 P0.9966666666666668
X1931.4143570900756 Y-1508.986276023188 P0.9966666666666668
X1956.6569996158673 Y-1474.4468067225182 P0.9966666666666668
X1982.9006532129958 Y-1440.6616533688523 P1
X2007.7416605523183 Y-1405.835845496415 P1
X2032.8001279049627 Y-1371.1409993102707 P1
X2057.258903170125 Y-1335.9995528918612 P0.9966666666666668
X2072.6295470063046 Y-1295.122681785953 P0.9933333333333337
X2094.916882915962 Y-1258.7530550801732 P0.9966666666666668
X2097.51352796591 Y-1211.0000000000011 P0.9966666666666659
X2092.964959184574 Y-1160.1494212494842 P0.9933333333333327
X2089.0540047042214 Y-1110.7697175514177 P0.9833333333333333
X1034.458574582695 Y-527.082970197614 P0
X0 Y0 P0
X627.1649886293618 Y-292.45183712456384 P0
X1184.8684585624535 Y-527.5374260693128 P0
X526.5287761747958 Y-223.49820549586465 P0
X1346.2709568309751 Y-543.9287736399048 P0
X1307.0125970960821 Y-501.71512936342106 P0.9633333333333335
X1235.6957963334696 Y-449.7564884732542 P1
X1249.9755569422969 Y-430.4011001923612 P0.9966666666666659
X1264.9051666725543 Y-410.9926025186803 P1
X1279.5357634785412 Y-391.1933409190223 P1
X1289.0519342532857 Y-369.6296941505956 P0.9933333333333337
X1277.9198681804373 Y-342.41759667063485 P1
X1218.6914322026516 Y-303.85390087318285 P0.16000000000000036
X1171.1928178718526 Y-270.3911673213261 P0.9833333333333333
X1126.826036045344 Y-239.51426782205937 P0.9900000000000001
X1087.6429192600117 Y-211.4163668772115 P0.9966666666666668
X1050.7898724640258 Y-185.28260557061472 P0.9933333333333333
X1013.3682374506112 Y-160.50176113127714 P0.9966666666666664
X978.3848519166714 Y-137.5030237485451 P0.9966666666666664
X945.89648251418 Y-116.1414842651053 P0.9966666666666664
X919.9327532156528 Y-96.68882852257941 P0.9933333333333333
X893.5866441882957 Y-78.17870124464952 P0.9933333333333333
X867.8807237260471 Y-60.688132157389305 P0.9966666666666668
X843.8419568676148 Y-44.22388302528799 P0.9966666666666668
X820.4998689826776 Y-28.652486792753177 P1
X798.8783084299566 Y-13.944472743389564 P0.9966666666666668
