Lidar data points
X-838.670567945424 Y544.6390350150273 P0.9966666666666668
X-872.6414909449624 Y545.2869228959678 P0.9933333333333333
X-907.7401714435368 Y545.4253213297476 P0.9933333333333333
X-948.2978171439604 Y547.4999999999999 P0.9966666666666668
X-990.9441281889353 Y549.2892997391 P0.9933333333333333
X-1034.8145788306624 Y550.2206715850639 P0.9966666666666664
X-1081.6819203646785 Y551.1444666838099 P0.9966666666666664
X-1131.5817042906513 Y551.9092738074484 P0.9933333333333333
X-1186.3568932309747 Y553.2073046185757 P0.9899999999999997
X-1239.6811860210091 Y551.9416246538611 P0.9900000000000005
X-1296.9913385144885 Y550.5401600413868 P0.9933333333333327
X-1348.1253245401087 Y544.6779868267364 P0.9966666666666668
X-1419.975828702244 Y545.0776512584016 P0.9699999999999999
X-1522.3020456731715 Y554.0726321875836 P0.95
X-1632.9105800600203 Y562.2562027475094 P0.9833333333333333
X-1728.069690108294 Y561.4838787792796 P0.9866666666666675
X-1829.410998157287 Y559.3070711345952 P0.9866666666666665
X-1935.019793923836 Y554.8579972596194 P0.9800000000000002
X-2050.660529211692 Y549.4728327526522 P0.9533333333333341
X-2149.205033701332 Y535.8569987532641 P0.9433333333333337
X-2363.8217771689806 Y545.731257838217 P0.9433333333333328
X-2432.653083024975 Y517.0763750637674 P0.9966666666666668
X-2432.4721605833115 Y472.8246905430784 P1
X-2430.5055344341295 Y428.5637024819839 P0.9966666666666668
X-2479.0977348937954 Y392.6505072509798 P0.9699999999999999
X-741.7107834874362 Y104.24065261908893 P0.2566666666666665
X-710.6630445751865 Y87.25844987808564 P0
X0 Y0 P0
X-1500.2692153261687 Y131.25654857797323 P0
X-4393.272077344266 Y307.2075103691288 P0
X-749.970780600685 Y39.3043031384508 P0
X-3075.1255747377577 Y107.38575135359602 P0
X-1329.7974345580003 Y23.211700561586973 P0.9899999999999997
X-2127 Y2.6048237417864204e-13 P0
X-7660.83304028827 Y-133.7203381224672 P0
X-3301.9872924710926 Y-115.30793710506298 P0.9033333333333341
X0 Y0 P1
X-1405.5677468160923 Y-98.28687150547252 P0
X-4904.266498705663 Y-429.06772154672007 P0.02666666666666706
X-8344.038702139813 Y-876.9938068156129 P0
X0 Y0 P0
X-3531.2959331324396 Y-496.29127802359363 P0
X-3031.2155172864777 Y-480.0973732084681 P0
X-2078.929166608771 Y-366.5713030548902 P0
X-4498.797381740644 Y-874.4776258107045 P0
X-3892.049303319812 Y-827.280617763865 P0.6633333333333344
X-3380.089754739981 Y-780.3552075188676 P0.1166666666666667
X-3590.0941872211874 Y-895.1110137187698 P0.3833333333333333
X-3383.6381694906063 Y-906.6431149941303 P0.9600000000000004
X-3540.3268261408284 Y-1015.1723814740074 P0.8866666666666655
X-1928.8666927774425 Y-589.7137284257601 P0.48999999999999966
X-1662.4467904839285 Y-540.1617061674078 P0.7933333333333337
X-1961.9510443685822 Y-675.5539204986003 P0.9699999999999999
X-339.22903610371293 Y-123.46927174056638 P0
X-1931.5779024227104 Y-741.4632876092267 P0
X-2713.8671423169867 Y-1096.4734989283745 P0.9666666666666667
X-2689.715181788031 Y-1141.7163574456574 P0.9199999999999988
X-1552.1137325347788 Y-691.0455565857845 P0
X-833.803164073718 Y-388.80880080144334 P1
X-1630.4123999866888 Y-795.2052602753865 P0.9833333333333333
X-1552.133365136137 Y-790.8514505462904 P0.9866666666666675
X-1486.8837463744328 Y-790.5901117314402 P0.9866666666666665
X-1434.3763197086091 Y-795.0877772039926 P0.9699999999999999
X-1401.2291033232216 Y-809.0000000000002 P0.9899999999999997
X-1369.7533465219756 Y-823.0308437062665 P0.08333333333333337
X-499.50032863613495 Y-312.12244663335764 P0.33333333333333337
X0 Y0 P1
X0 Y0 P1
X-513.6083317691979 Y-359.63242559210596 P0.9866666666666667
X-493.50036656871794 Y-358.54900389840856 P0.9866666666666667
X-474.38949296809193 Y-357.4781237523167 P0.9899999999999999
X-456.25822633829205 Y-356.4679942135561 P0.9899999999999999
X-439.0874682231885 Y-355.56602094315826 P0.9900000000000001
X-422.85653260167595 Y-354.81876054696966 P0.9900000000000001
X-354.7135027047029 Y-308.3477436255383 P0.8433333333333333
X-425.0788401730695 Y-382.7427068372669 P0.9400000000000001
X-416.87160992292723 Y-388.7390652356241 P0.9766666666666666
X-411.46236579370844 Y-397.3445879025465 P0.9866666666666665
X-405.8792924010784 Y-405.87929240107826 P0.9533333333333334
X-405.6804883480544 Y-420.0944433977723 P0.9533333333333334
X-408.5170176774366 Y-438.08086726988313 P0.9333333333333333
X-407.5005392725446 Y-452.57519871573317 P0.95
X-409.3808340900765 Y-470.93877805900973 P0.9533333333333334
X-316.25150396577743 Y-376.89386601453714 P0.55
X-398.9891279255972 Y-492.71053956371935 P1
X-387.2510679798389 Y-495.65876401862823 P0.98
X-371.31986928481376 Y-492.75810969917967 P0.9866666666666667
X-357.37343339382375 Y-491.88233257996797 P0.9933333333333333
X-344.1458618106278 Y-491.49122657339495 P0.9966666666666666
X-332.1605846616235 Y-492.4483180976949 P1
X-320.24775258883585 Y-493.13829395190936 P0.9966666666666668
X-308.4130117837253 Y-493.5639919630399 P0.9966666666666666
X-296.6619311481914 Y-493.7283652044166 P0.9933333333333333
X-284.5000000000002 Y-492.7684547533455 P0.9966666666666666
X-273.43262581893396 Y-493.28551482661925 P0.9933333333333335
X-261.965132034527 Y-492.6847568152813 P0.9966666666666668
X-250.6027558562299 Y-491.835601351979 P0.9966666666666668
X-240.2273884404146 Y-492.5391373719434 P1
X-229.48171612519965 Y-492.125128360901 P0.9966666666666666
X-218.82431397478047 Y-491.48745621171935 P0.9966666666666666
X-208.6504226132722 Y-491.5495917436031 P0.9966666666666666
X-198.91610110384943 Y-492.3346267749641 P1
X-188.85990941037346 Y-491.99688476402525 P1
X-179.21855510265033 Y-492.39893329181604 P0.9966666666666666
X-169.6210084721786 Y-492.6151778872441 P0.9966666666666666
X-159.76178609184788 Y-491.69621892459435 P1
X-150.27905622748688 Y-491.54064456500015 P1
X-140.85068882248643 Y-491.20472662448094 P1
X-131.738893957183 Y-491.65624558113575 P1
X-122.4124791734319 Y-490.96963749565424 P0.9966666666666666
X-113.60028244365195 Y-492.0568827165437 P0.9966666666666666
X-104.78749217215093 Y-492.986390769838 P1
X-95.97692467440194 Y-493.758473274175 P0.9966666666666668
X-86.9977370111321 Y-493.38868425911625 P0.9966666666666666
X-78.06079805507528 Y-492.8564819569737 P1
X-69.30820427811278 Y-493.153498233302 P0.9966666666666668
X-60.56906367235814 Y-493.2954373657371 P0.9966666666666666
X-51.84611778075607 Y-493.2828601026636 P0.9966666666666666
X-43.14209266009083 Y-493.11637555541404 P1
X-34.45969802959804 Y-492.79664082835313 P1
X-25.853962384014487 Y-493.3229901687595 P1
X-17.205451874332876 Y-492.69967772041423 P1
X-8.604036373580765 Y-492.9249137121009 P1
X-9.056263079694677e-14 Y-493 P1
X8.604036373580582 Y-492.9249137121009 P1
X17.240351371035633 Y-493.6990685474333 P1
X25.85396238401431 Y-493.3229901687595 P1
X34.52945450334198 Y-493.794204878613 P1
X43.142092660090654 Y-493.11637555541404 P1
X51.84611778075588 Y-493.2828601026636 P0.9966666666666666
X60.69093301576355 Y-494.28798351737834 P1
X69.44737737907266 Y-494.1437663020436 P1
X78.21723252011533 Y-493.8441702975689 P0.9966666666666666
X86.99773701113192 Y-493.38868425911625 P1
X95.97692467440218 Y-493.75847327417495 P1
X104.99540386296852 Y-493.9645383705718 P1
X114.05018455233952 Y-494.00562284611425 P1
X123.13824486023073 Y-493.8805246744823 P1
X132.5153510924904 Y-494.55402306000303 P0.9966666666666666
X141.67760088993768 Y-494.0885117122958 P1
X151.15617134165487 Y-494.40955883288933 P1
X160.68883707497255 Y-494.5493884734799 P0.9966666666666666
X170.27214478109275 Y-494.50621503844275 P0.9966666666666666
X180.24461553262756 Y-495.21801115417367 P1
X189.9350132590092 Y-494.7976260435169 P0.9966666666666666
X200.4145274775129 Y-496.04336219323125 P1
X210.6040782557184 Y-496.1521160108654 P0.9966666666666666
X220.85799719015927 Y-496.0551834999324 P1
X231.59480743390338 Y-496.6566672960841 P1
X242.41924417435982 Y-497.03310760343936 P1
X253.78068935440658 Y-498.0726470212977 P0.9966666666666666
X264.7819614112422 Y-497.9824423724349 P0.9966666666666666
X275.3718642999196 Y-496.78399365517674 P1
X286.50000000000006 Y-496.2325563684833 P1
X298.72208344783144 Y-497.1570344072251 P0.9966666666666666
X310.53268884065795 Y-496.95618434766567 P0.9966666666666666
X322.9709477639108 Y-497.3316467916366 P0.9966666666666668
X336.07493498591896 Y-498.25158110558004 P0.9966666666666666
X348.73447330143597 Y-498.044442927707 P1
X362.6635006644558 Y-499.16348552934267 P0.9966666666666666
X375.5325744468779 Y-498.3485582695109 P0.9966666666666666
X389.7137138811418 Y-498.8108070330549 P0.9966666666666668
X404.02369105399566 Y-498.92770725537525 P0.9966666666666664
X417.81194629625054 Y-497.9288880273358 P0.9966666666666668
X432.9989591337347 Y-498.1083229470296 P0.9933333333333333
X448.3175062604347 Y-497.9070330698544 P0.9933333333333333
X465.12288156262406 Y-498.7832245042742 P0.9966666666666668
X482.0929090985441 Y-499.22182143502386 P1
X499.21738751770243 Y-499.21738751770266 P0.9966666666666664
X517.20531644349 Y-499.45936836001925 P1
X535.3509095852329 Y-499.22279956574874 P1
X554.3860398061361 Y-499.17143234370815 P0.6900000000000002
X430.93917030720274 Y-374.6097055535797 P0.9966666666666666
X579.1295989979473 Y-485.94743292302394 P0.9933333333333337
X585.1909089770988 Y-473.8782544605279 P1
X602.8282265091424 Y-470.9810286241285 P0.9933333333333333
X538.2803337718753 Y-405.62332560448056 P0.3566666666666666
X521.815961371841 Y-379.1214877286453 P0.9
X629.1087700139456 Y-440.5067031176037 P0.9766666666666666
X626.7524048516117 Y-422.74983502388443 P0.9866666666666669
X628.1642553911227 Y-407.9346372262552 P0.9766666666666666
X628.4036392519115 Y-392.67017479680493 P0.9800000000000002
X640.3039736244777 Y-384.7334419578107 P0.9900000000000001
X636.5286717815623 Y-367.50000000000034 P0.6833333333333333
X637.5977665046196 Y-353.4262131595796 P0.9933333333333333
X478.5575953295384 Y-254.4535870299528 P0.40333333333333365
X423.2280989894747 Y-215.64548737628482 P0.20333333333333314
X564.4426610758768 Y-275.29708018354086 P0.7333333333333334
X643.4785287960216 Y-300.05896583589646 P0.9733333333333334
X645.8766385533189 Y-287.5628066545907 P0.963333333333333
X643.4328925632558 Y-273.1210588140024 P0.9666666666666667
X657.3733528878522 Y-265.59607473188186 P0.9366666666666665
X662.8421028130131 Y-254.44124417716355 P0.9233333333333335
X662.4832976540655 Y-241.12420104459636 P0.9233333333333335
X646.7347057099328 Y-222.68861764869519 P0.9866666666666665
X649.5716006295899 Y-211.05860715808922 P0.9766666666666666
X646.4620150310119 Y-197.6432723925703 P0.9866666666666669
X646.9291213664886 Y-185.5039404648403 P0.9866666666666669
X649.1021552662539 Y-173.9263983088939 P0.9766666666666666
X643.3060665209856 Y-160.3942167825798 P1
X643.0842427582552 Y-148.46769586695112 P1
X643.6211212828441 Y-136.805892558086 P0.9966666666666668
X642.96580515822 Y-124.97989197163676 P1
X643.0794627169719 Y-113.39226001650555 P1
X642.9851097274346 Y-101.83883674119046 P0.9966666666666664
X643.6742446820207 Y-90.46251562404282 P1
X643.1699062635768 Y-78.9713345265354 P1
X643.4556663032728 Y-67.62991573417176 P1
X643.5417749672677 Y-56.30260981498727 P1
X643.4288124175866 Y-44.992925564961034 P1
X644.1160499167001 Y-33.75669177669912 P1
X643.6076926002977 Y-22.47527587641053 P1
X643.901915680716 Y-11.239349745610612 P1
