Lidar data points
XNaN YNaN P0.43333333333333335
XNaN YNaN P0.25999999999999945
XNaN YNaN P0
XNaN YNaN P0
XNaN YNaN P0
XNaN YNaN P0
XNaN YNaN P0
XNaN YNaN P0
XNaN YNaN P0
XNaN YNaN P0.4266666666666661
XNaN YNaN P0
XNaN YNaN P0.9433333333333332
XNaN YNaN P0.5766666666666665
XNaN YNaN P0.19666666666666643
XNaN YNaN P0.5633333333333335
XNaN YNaN P0
XNaN YNaN P0.9933333333333337
XNaN YNaN P0.9899999999999997
XNaN YNaN P0.9933333333333327
XNaN YNaN P0.9933333333333337
XNaN YNaN P0.9933333333333327
XNaN YNaN P0.9933333333333337
XNaN YNaN P1
XNaN YNaN P0.9766666666666661
XNaN YNaN P0
XNaN YNaN P0
XNaN YNaN P0
XNaN YNaN P0.9966666666666668
XNaN YNaN P0
XNaN YNaN P0.9766666666666661
XNaN YNaN P0.9966666666666668
XNaN YNaN P0.9966666666666668
XNaN YNaN P0.9966666666666668
XNaN YNaN P1
XNaN YNaN P0.41333333333333355
XNaN YNaN P0.9933333333333333
XNaN YNaN P0.22333333333333394
XNaN YNaN P0.8033333333333331
XNaN YNaN P0.41333333333333355
XNaN YNaN P0.4266666666666671
XNaN YNaN P0.5733333333333339
XNaN YNaN P0.9933333333333337
XNaN YNaN P0.9933333333333337
XNaN YNaN P1
XNaN YNaN P1
XNaN YNaN P0.9966666666666668
XNaN YNaN P0.9966666666666659
XNaN YNaN P0.9966666666666668
XNaN YNaN P0.9966666666666668
XNaN YNaN P0.9800000000000002
XNaN YNaN P0
XNaN YNaN P0.1233333333333333
XNaN YNaN P0.1333333333333333
XNaN YNaN P0
XNaN YNaN P0.9899999999999997
XNaN YNaN P0.9633333333333335
XNaN YNaN P0.9599999999999994
XNaN YNaN P0
XNaN YNaN P0
XNaN YNaN P0
XNaN YNaN P0.3466666666666659
XNaN YNaN P0.85
XNaN YNaN P0.7133333333333336
XNaN YNaN P0.5099999999999995
XNaN YNaN P0.41666666666666663
XNaN YNaN P0.5533333333333341
XNaN YNaN P0.6599999999999995
XNaN YNaN P0.7466666666666668
XNaN YNaN P0.8266666666666671
XNaN YNaN P0.9033333333333331
XNaN YNaN P0.9833333333333333
XNaN YNaN P0.9766666666666661
XNaN YNaN P0.9966666666666668
XNaN YNaN P0.9733333333333329
XNaN YNaN P0.9666666666666667
XNaN YNaN P0.976666666666667
XNaN YNaN P0.9666666666666667
XNaN YNaN P0.9966666666666668
XNaN YNaN P0
XNaN YNaN P0.75
XNaN YNaN P0.7866666666666665
XNaN YNaN P0.8300000000000002
XNaN YNaN P0.8366666666666669
XNaN YNaN P0.8833333333333333
XNaN YNaN P0.9033333333333337
XNaN YNaN P0.9266666666666671
XNaN YNaN P0.9400000000000001
XNaN YNaN P0.9566666666666668
XNaN YNaN P0.9699999999999999
XNaN YNaN P0.9799999999999998
XNaN YNaN P0.9933333333333333
XNaN YNaN P0.9933333333333333
XNaN YNaN P0.9933333333333333
XNaN YNaN P0.9866666666666669
XNaN YNaN P0.9866666666666665
XNaN YNaN P0.9900000000000001
XNaN YNaN P0.9866666666666665
XNaN YNaN P0.9900000000000001
XNaN YNaN P0.9933333333333333
XNaN YNaN P0.9533333333333331
XNaN YNaN P0.9833333333333333
XNaN YNaN P0.9766666666666666
XNaN YNaN P1
XNaN YNaN P0.9966666666666664
XNaN YNaN P0.9933333333333337
XNaN YNaN P0.9966666666666668
XNaN YNaN P0.9966666666666668
XNaN YNaN P0.9933333333333333
XNaN YNaN P0.9966666666666664
XNaN YNaN P1
XNaN YNaN P1
XNaN YNaN P0.9966666666666668
XNaN YNaN P0.9966666666666668
XNaN YNaN P1
XNaN YNaN P1
XNaN YNaN P1
XNaN YNaN P0.9966666666666668
XNaN YNaN P0.9966666666666668
XNaN YNaN P0.9966666666666668
XNaN YNaN P1
XNaN YNaN P1
XNaN YNaN P0.9966666666666668
XNaN YNaN P0.9966666666666668
XNaN YNaN P1
XNaN YNaN P1
XNaN YNaN P1
XNaN YNaN P1
XNaN YNaN P1
XNaN YNaN P0.9966666666666668
XNaN YNaN P1
XNaN YNaN P1
XNaN YNaN P1
XNaN YNaN P1
XNaN YNaN P1
XNaN YNaN P1
XNaN YNaN P1
XNaN YNaN P1
XNaN YNaN P1
XNaN YNaN P1
XNaN YNaN P0.9966666666666668
XNaN YNaN P1
XNaN YNaN P1
XNaN YNaN P0.9966666666666664
XNaN YNaN P1
XNaN YNaN P1
XNaN YNaN P1
XNaN YNaN P1
XNaN YNaN P0.9966666666666668
XNaN YNaN P1
XNaN YNaN P1
XNaN YNaN P1
XNaN YNaN P0.9966666666666664
XNaN YNaN P0.9966666666666668
XNaN YNaN P0.9966666666666668
XNaN YNaN P0.9966666666666664
XNaN YNaN P0.9966666666666668
XNaN YNaN P0.9966666666666664
XNaN YNaN P0.9966666666666668
XNaN YNaN P1
XNaN YNaN P1
XNaN YNaN P0.9966666666666668
XNaN YNaN P1
XNaN YNaN P0.9966666666666668
XNaN YNaN P1
XNaN YNaN P1
XNaN YNaN P0.9966666666666664
XNaN YNaN P1
XNaN YNaN P0.9966666666666668
XNaN YNaN P0.9966666666666668
XNaN YNaN P0.9933333333333333
XNaN YNaN P0.9866666666666665
XNaN YNaN P0.9966666666666668
XNaN YNaN P1
XNaN YNaN P0.9933333333333333
XNaN YNaN P0.9933333333333333
XNaN YNaN P0.9833333333333333
XNaN YNaN P0.9833333333333333
XNaN YNaN P0.9799999999999998
XNaN YNaN P0.9766666666666666
XNaN YNaN P0.9766666666666666
XNaN YNaN P0.9733333333333329
XNaN YNaN P0.976666666666667
XNaN YNaN P0.9766666666666661
XNaN YNaN P0.9833333333333333
XNaN YNaN P0.9833333333333333
XNaN YNaN P0.9833333333333333
XNaN YNaN P0.9866666666666665
XNaN YNaN P0.33666666666666645
XNaN YNaN P0.9966666666666659
XNaN YNaN P0.9933333333333327
XNaN YNaN P0.9933333333333337
XNaN YNaN P0.9933333333333337
XNaN YNaN P0.9966666666666668
XNaN YNaN P0.9899999999999997
XNaN YNaN P0.9966666666666668
XNaN YNaN P0.9933333333333327
XNaN YNaN P0.9933333333333327
XNaN YNaN P0.9933333333333327
XNaN YNaN P0.9899999999999997
XNaN YNaN P0.9933333333333337
XNaN YNaN P0.9933333333333337
XNaN YNaN P0.9866666666666665
XNaN YNaN P0.9900000000000005
XNaN YNaN P0.9966666666666668
XNaN YNaN P1
XNaN YNaN P1
XNaN YNaN P0.9966666666666668
XNaN YNaN P0.9966666666666668
XNaN YNaN P0.9966666666666668
XNaN YNaN P1
XNaN YNaN P0.9966666666666668
XNaN YNaN P0.9899999999999997
XNaN YNaN P1
XNaN YNaN P0.9933333333333333
XNaN YNaN P0.9933333333333337
XNaN YNaN P0.976666666666667
XNaN YNaN P0.9699999999999999
XNaN YNaN P1
XNaN YNaN P0.9966666666666659
XNaN YNaN P0.9866666666666665
XNaN YNaN P0.9966666666666668
XNaN YNaN P1
XNaN YNaN P1
XNaN YNaN P1
XNaN YNaN P1
XNaN YNaN P0.9966666666666668
XNaN YNaN P1
XNaN YNaN P0.9966666666666668
XNaN YNaN P1
XNaN YNaN P1
XNaN YNaN P0.9966666666666659
XNaN YNaN P0.9966666666666659
XNaN YNaN P0.9966666666666659
XNaN YNaN P0.9966666666666668
XNaN YNaN P0.9966666666666668
XNaN YNaN P0.9933333333333327
XNaN YNaN P0.9966666666666659
XNaN YNaN P0.9966666666666668
XNaN YNaN P0.9966666666666668
XNaN YNaN P0.9966666666666668
XNaN YNaN P0.9933333333333327
XNaN YNaN P1
XNaN YNaN P0.5300000000000002
XNaN YNaN P0.2633333333333331
XNaN YNaN P0
XNaN YNaN P0.9666666666666667
XNaN YNaN P0.9933333333333333
XNaN YNaN P1
XNaN YNaN P0.9966666666666668
XNaN YNaN P1
XNaN YNaN P0.9700000000000003
XNaN YNaN P0.9966666666666668
XNaN YNaN P1
XNaN YNaN P0.9733333333333334
XNaN YNaN P1
XNaN YNaN P0.9933333333333337
XNaN YNaN P0.9966666666666664
XNaN YNaN P0.9900000000000001
XNaN YNaN P1
XNaN YNaN P0.5266666666666671
XNaN YNaN P0
XNaN YNaN P0
XNaN YNaN P0.9966666666666668
XNaN YNaN P1
XNaN YNaN P0.40333333333333365
