Lidar data points
X702.0866112198806 Y2160.8004050225886 P0
X971.5511747936542 Y3177.800704065167 P0
X367.9758700156939 Y1283.2843640776557 P0
X518.1557282952465 Y1933.7835042307147 P0.9866666666666675
X550.8561562804433 Y2209.363368730444 P0
X299.18490227734037 Y1295.9121861643628 P0.9933333333333337
X414.3679997997946 Y1949.4481682624746 P0.06333333333333357
X636.3479995807772 Y3273.7266567979595 P0
X581.2004506512161 Y3296.15154933186 P0
X313.4946679406228 Y1979.327434552656 P0.050000000000000044
X320.09813220815056 Y2277.616558105612 P0.033333333333333326
X421.18045080818973 Y3430.2395000724086 P0
X420.93612157884047 Y4004.9396726480363 P0.9666666666666667
X351.93488921504354 Y4022.6341908944687 P0.9899999999999997
X281.88591040001006 Y4031.1563270999495 P1
X212.6933261713243 Y4058.430429242588 P0.9666666666666667
X142.1456500692869 Y4070.518838448777 P0.9966666666666678
X11.815279158040996 Y676.8968896208769 P0
X8.63375993398884e-15 Y141 P0.2533333333333334
X-26.5102053782336 Y1518.7686489425582 P0
X-20.660502047880566 Y591.6393695953047 P0
X-39.5136469634226 Y753.9652987397033 P0.033333333333333326
X-26.367947075279375 Y377.07921099821357 P0.10333333333333317
X-174.05001826707348 Y1989.4008120892158 P0
X-127.31566826000203 Y1211.327668558557 P0
X-376.0887937482848 Y3062.99742396512 P0
X-423.64291932243896 Y3014.3760012493403 P0
X-619.1676126292335 Y3909.270452075555 P0
X-202.99471969264152 Y1151.2402632712713 P0
X-530.0673891560415 Y2726.9603156176104 P0
X-397.5271528435559 Y1870.2182126030366 P0
X-238.44811760449693 Y1032.8322686723493 P0.7166666666666667
X-331.6749188671445 Y1330.2754407243913 P0
X-872.4790010405978 Y3256.1359604204495 P0.9833333333333333
X-914.0134718891688 Y3187.5437837314653 P0.9766666666666651
X-792.3273197986164 Y2591.585888659826 P0
X0 Y0 P0
X-165.0630543097784 Y479.37791782885364 P0
X-697.3790722410386 Y1916.0332537824672 P0
X-1081.5544717277162 Y2817.545727168555 P0.8800000000000011
X-1112.206975851843 Y2752.808864208792 P0.8166666666666667
X-1145.6236687305507 Y2698.9202303225547 P0.9033333333333322
X-1174.6554252029111 Y2638.3192816718315 P0.8399999999999996
X-1014.2838281776784 Y2175.13868888796 P0
X-1247.6042837617147 Y2557.9678557674292 P0.9700000000000008
X-1277.075275767345 Y2506.401352541879 P0.9966666666666678
X-787.773282354725 Y1481.5860608172793 P0.3800000000000002
X0 Y0 P1
X-269.4999999999999 Y466.78769263981246 P0
X-1040.8919493932196 Y1732.335114718969 P0.5966666666666669
X0 Y0 P0.2666666666666667
X-718.9235262198357 Y1107.0451496879598 P0
X-253.873578175719 Y376.38305793998893 P0
X-488.6871237710913 Y697.9175417342209 P0
X-436.136657201015 Y600.290609826211 P0
X-1236.1280575543074 Y1640.3973376371393 P0
X-1492.9790776647214 Y1910.9260774963009 P0.9133333333333336
X-1504.0757346091111 Y1857.3788478821607 P0.9666666666666667
X-1534.976811931456 Y1829.3141301681194 P0.8933333333333328
X-1532.5538917218248 Y1763.0015794003957 P0.9933333333333337
X-1555.7286597843454 Y1727.8117192349416 P0.9833333333333333
X-1565.1862363434338 Y1678.4567452159965 P0.9733333333333329
X-1543.5308991598922 Y1598.3730363524828 P0.9733333333333339
X-1556.342025391591 Y1556.3420253915913 P0.9833333333333333
X-1567.4414249379213 Y1513.6605892301548 P0.9966666666666668
X-1581.1867029006464 Y1474.4804544551218 P1
X-1594.0456506490104 Y1435.2851506397512 P0.9966666666666668
X-1610.5502441953954 Y1400.0299678657425 P0.9833333333333333
X-1400.3292420214916 Y1175.0157505069942 P0
X-677.6712783904786 Y548.7673809954582 P0
X-2363.244250066559 Y1846.3687645016496 P0.9366666666666655
X-2529.278660319777 Y1905.9481783225365 P0.9199999999999988
X-2632.5412996960786 Y1912.6532109597078 P0.9933333333333318
X-2654.0526234963336 Y1858.3876537773888 P1
X-2671.988096344899 Y1802.2787278862172 P0.9966666666666678
X-2683.7458174253566 Y1742.8449120480873 P0.9866666666666675
X-2754.4602163160716 Y1721.1777702294496 P0.8399999999999996
X-2921.2261607927985 Y1755.2497592934653 P0.9333333333333333
X-2973.065211191978 Y1716.4999999999998 P0.9966666666666659
X-3008.691792559521 Y1667.7450936474 P0.9399999999999996
X-1534.5629163888152 Y815.941576121878 P0
X-524.8028427469486 Y267.4004043465931 P0
X0 Y0 P0
X-1716.546948647415 Y800.4389877368849 P0.9066666666666663
X-2961.714373677312 Y1318.640196851745 P0
X-5059.094674574612 Y2147.4582821770487 P0
X-6086.034821376392 Y2458.917679182048 P0
X-5796.600868121126 Y2225.106598726769 P0.6966666666666659
X-5774.411154729407 Y2101.713780736235 P0
X-3876.626159957199 Y1334.829433274342 P0
X-887.3357297033782 Y288.312855751826 P0
X-1203.9876877574618 Y368.0959762459254 P0
X-2399.309193062044 Y687.99084011923 P0
X-2370.3819777133735 Y635.1419366815866 P0
X-1538.8890218737304 Y383.68812642107304 P0
X-1062.0633706159063 Y245.19664923481307 P0
X-965.4316819242662 Y205.20883883712844 P0.7566666666666668
X-2222.403943325511 Y431.9915655324978 P0.35
X-2177.409941909992 Y383.93612082158285 P0
X-1825.2480534198144 Y289.09089139434684 P0
X-2746.0133546203747 Y385.92700896226114 P0.8700000000000008
X-2741.412470833331 Y336.6031264850175 P0.873333333333333
X-2738.9132998442246 Y287.87138783911837 P0
X-2800.303296335897 Y244.9947928636672 P0
X-1856.4666975335329 Y129.81679763781761 P0
X-1524.9072995702343 Y79.91700518297519 P0
X-2618.403966790031 Y91.436681360553 P0.9600000000000004
X-2619.6009613097453 Y45.72530486568261 P0.9333333333333333
X-2630 Y3.220821081757539e-13 P0.873333333333333
X-2668.5934983724082 Y-46.580472781110025 P0
X-2262.6208323712326 Y-79.01246053446204 P0
X-2589.44638361861 Y-135.70713453795267 P0.8566666666666662
X-2649.5301174900933 Y-185.27319426439672 P0.9966666666666678
X-2540.2964801339513 Y-222.24714400652775 P0.7933333333333337
X-2641.4501540981337 Y-277.6275984388877 P0.9100000000000004
X-2735.457193923484 Y-335.87191042458596 P0.8533333333333322
X-1374.4920794132995 Y-193.17226413257094 P0.4966666666666668
X-698.2956568007625 Y-110.59916678344312 P0
X-851.8587063555599 Y-150.20567368189487 P0
X-843.2177505815433 Y-163.9049270284519 P0.9833333333333333
X-817.7313942134615 Y-173.81417352364696 P0.9899999999999997
X-791.188492605611 Y-182.66025612721836 P0.9866666666666669
X-767.5039194843133 Y-191.360219419337 P0.9866666666666665
X-747.6265895477388 Y-200.3259409093511 P1
X-724.7913187374925 Y-207.83056628601724 P0.9900000000000001
X-703.840300388794 Y-215.18557467593428 P0.9899999999999997
X-685.7117482488057 Y-222.801252944337 P0.9966666666666664
X-666.5905957975183 Y-229.52554889229552 P1
X-648.3879083422768 Y-235.99389889471138 P0.9966666666666668
X-632.0339487386055 Y-242.6151018421684 P0.9966666666666668
X-619.358814850614 Y-250.23720440182922 P0.9900000000000001
X-602.9306790113485 Y-255.92888916047417 P0.9900000000000001
X-587.4097292641924 Y-261.53166149773955 P0.9900000000000001
X-571.8802136201261 Y-266.6721231583812 P0.9933333333333333
X-557.2523087054835 Y-271.79011100922804 P0.9966666666666666
X-542.6229732307161 Y-276.48021434138394 P0.9966666666666666
X-530.6515033082151 Y-282.15240923432043 P0.9933333333333333
X-516.900246919383 Y-286.52248556558516 P0.9966666666666666
X-504.8928104063277 Y-291.50000000000006 P0.9933333333333335
X-492.0140306030125 Y-295.63185499837107 P1
X-480.8432705206936 Y-300.4642228202271 P0.9900000000000001
X-473.8488708891646 Y-307.72105478349033 P1
X-463.4320030582684 Y-312.5888330401474 P0.9966666666666666
X-467.73581728901434 Y-327.51214515644733 P1
X-475.7019926924691 Y-345.61772834797415 P0.9966666666666666
X-483.1744835786122 Y-364.09808900698926 P1
X-489.35467798977436 Y-382.3257761772337 P0.9966666666666666
X-474.05903648875216 Y-383.88543854040097 P0.9966666666666666
X-449.66808811084013 Y-377.31632688599854 P0.9966666666666666
X-442.25981401054446 Y-384.4505909884371 P1
X-437.7123022061852 Y-394.1179271453675 P1
X-430.76733025369145 Y-401.6970340768115 P0.9966666666666666
X-422.9718025991268 Y-408.4591218298905 P1
X-413.6574669941304 Y-413.6574669941303 P1
X-402.9018548662184 Y-417.2170841964177 P1
X-392.8310553959992 Y-421.25973213264217 P1
X-380.73531501819025 Y-422.8494056966374 P1
X-368.0491152636746 Y-423.3920745049751 P0.9966666666666666
X-354.81876054696977 Y-422.8565326016758 P1
X-342.3502927311118 Y-422.767403032592 P1
X-332.45719667585536 Y-425.52580694763 P0.9966666666666666
X-323.1746674326499 Y-428.86726889539625 P1
X-313.28953947188825 Y-431.20605800184694 P0.9966666666666666
X-303.99551126605456 Y-434.1505834731655 P0.9966666666666666
X-294.1354672256127 Y-436.07376316395204 P1
X-284.8462153128591 Y-438.62470703545677 P1
X-275.5580174012666 Y-440.9850100013415 P1
X-266.2746847284982 Y-443.15549446299195 P0.9966666666666668
X-258.0000000000002 Y-446.86910835277024 P1
X-248.70733518637078 Y-448.6799097625101 P0.9966666666666666
X-239.4304970208043 Y-450.30327235805277 P0.9933333333333333
X-231.08116436742938 Y-453.5223208118792 P1
X-222.69254256885148 Y-456.5873755199767 P0.9966666666666666
X-214.26745870253447 Y-459.49804802758155 P1
X-205.40200475327904 Y-461.34045610951347 P1
X-196.928488758594 Y-463.9344461400299 P1
X-188.8017230816198 Y-467.3006627016608 P0.9966666666666666
X-180.25907862128625 Y-469.5909545280924 P1
X-171.6941119494856 Y-471.725695634526 P1
X-163.10964538303548 Y-473.70480637525776 P1
X-154.81751418184874 Y-476.47931466387195 P1
X-146.4782240660913 Y-479.1086827374807 P1
X-138.09431526431644 Y-481.5921096650978 P1
X-129.66834159636284 Y-483.9288389708232 P1
X-121.20286969543356 Y-486.1181588642742 P1
X-112.92542928062036 Y-489.13377252218805 P1
X-104.37166879051541 Y-491.0300955683704 P0.9966666666666668
X-95.97692467440194 Y-493.758473274175 P1
X-87.69232972179982 Y-497.32791527116507 P0.9966666666666666
X-79.31227377539713 Y-500.7579886817348 P0.9966666666666666
X-70.83910838867351 Y-504.04644698945924 P0.9966666666666666
X-62.27523448003021 Y-507.1910834887156 P0.9966666666666666
X-53.623101656306176 Y-510.18973232392426 P0.9966666666666668
X-44.885207515044 Y-513.0402695172489 P1
X-36.064096925712924 Y-515.7406139843291 P0.9966666666666668
X-27.21469724633104 Y-519.2873580723784 P1
X-18.287336272110398 Y-523.6807933580062 P1
X-9.197418192448403 Y-526.9197353474182 P1
X-9.754311755208667e-14 Y-531 P1
X9.337037443946475 Y-534.9185169086693 P0.9966666666666666
X18.81082872264819 Y-538.6716557632926 P0.9966666666666666
X28.52309615240445 Y-544.2530964412427 P0.9966666666666666
X38.435817033012995 Y-549.6577916931632 P0.9966666666666666
X48.545748710445444 Y-554.8804468371022 P0.9966666666666668
X58.84952481968863 Y-559.915827092338 P0.9966666666666666
X69.70926442774447 Y-567.7363987388362 P1
X80.85957165779804 Y-575.3457479388524 P0.9966666666666666
X92.2963343737361 Y-582.7361209511313 P1
X104.01525842249106 Y-589.8998440543127 P1
X116.39348717969251 Y-598.792581903075 P1
X128.90524830701085 Y-606.4515124549595 P1
X141.94411529097877 Y-614.8275108794834 P0.9966666666666666
X155.55577887058618 Y-623.9001519954658 P0.9933333333333333
X169.7852935872533 Y-633.6473420456289 P0.9933333333333333
X184.6770283973896 Y-644.0453362786736 P0.9966666666666668
X199.39750262090644 Y-652.1998435667902 P1
X212.91270912433865 Y-655.2779397273608 P0.9966666666666668
X225.9442991932665 Y-656.1898914659259 P0.9966666666666668
X237.70399961133995 Y-653.0863714462063 P1
X247.99062108534787 Y-646.0376551360636 P1
X258.47854945697924 Y-639.7568596510833 P0.9966666666666668
X270.7766720430665 Y-637.9098634425412 P0.9966666666666664
X284.7156501530598 Y-639.4818203498207 P0.4099999999999999
X304.70776671504444 Y-653.4479144534246 P0.19666666666666688
X163.51243775232587 Y-335.2501792695893 P0.9900000000000001
X0 Y0 P1
X663.8327897792491 Y-1248.4878963025228 P0
X0 Y0 P0
X985.5000000000002 Y-1706.9360708591284 P0
X982.1776088534733 Y-1634.6180424389281 P0.9466666666666659
X398.49928670336993 Y-637.7321683096324 P0
X185.17727190510905 Y-285.14799310144423 P0
X551.9233957256273 Y-818.2600841118261 P0.9733333333333334
X913.1336866708654 Y-1304.090054508075 P0.9
X1113.2652678419438 Y-1532.2781873461506 P0
X1129.004983433242 Y-1498.2402168487217 P0.2533333333333332
X1159.290558038215 Y-1483.824249041457 P0
X395.21320557929795 Y-488.04766379497767 P0
X598.435264618168 Y-713.1873765437687 P0.30999999999999994
X597.6697754103519 Y-687.5404275829454 P0.22999999999999976
X585.4892805640005 Y-650.2517222927203 P0.3733333333333334
X489.674822524874 Y-525.1119577625643 P0.44000000000000006
X596.0168818538197 Y-617.1935486905626 P0.95
X598.9194436650056 Y-598.9194436650059 P0.9566666666666668
X629.4223252963195 Y-607.8260741516228 P0.9733333333333334
X590.2024372066708 Y-550.372676570436 P0.9700000000000003
X583.3686879997545 Y-525.2675259917037 P0.95
X595.4658587957671 Y-517.6305738735103 P0.9800000000000002
X600.5788434052786 Y-503.945485994247 P0.9633333333333335
X617.0538933968346 Y-499.6803904935712 P0.936666666666667
X639.8647319286583 Y-499.91711796443445 P0.9700000000000003
X667.6592863995368 Y-503.11735935511234 P0.9833333333333333
X682.0013262580806 Y-495.50296768255504 P0.9900000000000001
X688.9068692470419 Y-482.3777829712301 P0.9900000000000001
X722.9207632679964 Y-487.616211826491 P0.9766666666666666
X787.5116633007532 Y-511.41605387911034 P0.9900000000000001
X801.4054508678224 Y-500.77370470037874 P0.9666666666666667
X792.8797531494537 Y-476.4102192918004 P0.9733333333333334
X820.9920827876476 Y-474.0000000000004 P0.9666666666666667
X817.7694261753351 Y-453.296994930325 P0.9966666666666668
X633.9563716727096 Y-337.0805820802696 P0.19000000000000006
X138.106011249197 Y-70.36852745962977 P0.4833333333333333
X1172.0274363741134 Y-571.6359754129575 P0
X2240.392849554599 Y-1044.7123430230085 P0.1566666666666663
X1864.5462790485485 Y-830.1494885177082 P0
X2198.1655900444275 Y-933.065934832386 P0.2899999999999996
X1536.3436470171666 Y-620.7231252901668 P0
X2806.3427620505877 Y-1077.254056333174 P0.7366666666666655
X3546.3999508460183 Y-1290.7840209110734 P0.5633333333333326
X3211.9266013108795 Y-1105.9550206909614 P0.8366666666666674
X3593.09151856309 Y-1167.4662047485522 P0.5666666666666667
X3255.261389298172 Y-995.2332828761973 P0
X3391.331263270389 Y-972.4485913223723 P0.45333333333333214
X3414.5477959318564 Y-914.9253244374106 P0
X3812.29190853839 Y-950.5111278110951 P0.9866666666666656
X3820.505024022907 Y-882.033084082296 P0.9633333333333345
X3804.994166854504 Y-808.7764772810859 P0.9866666666666675
X3781.2279106404017 Y-734.99625019045 P0.9466666666666678
X3186.837888747505 Y-561.9255029301868 P0
X2663.795454585086 Y-421.9037522135033 P0
X1932.0130021148036 Y-271.5267199730885 P0.1566666666666673
X1050.1138284365188 Y-128.93776532264576 P0
X2816.48600768295 Y-296.0246079739945 P0.9933333333333337
X2837.1625001652915 Y-248.2195553453309 P1
X2765.2475473202326 Y-193.36494521871626 P0.9466666666666678
X2624.39841733502 Y-137.5388930064578 P0.9666666666666667
X2499.4764583747583 Y-87.28364125295455 P0.9733333333333339
X2379.637514472211 Y-41.536727320734876 P0.9866666666666665
